Service;Nom_Clé_Partagée;Nom_commercial ;Nom technique;URL d'accès
WMS Raster;altimetrie;Seuils de pentes - Epandage - pour l’agriculture;ELEVATION.ELEVATIONGRIDCOVERAGE.THRESHOLD;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti Fr Métro;RGEALTI-MNT_PYR-ZIP_FXX_LAMB93_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti Guadeloupe;RGEALTI-MNT_PYR-ZIP_GLP_WGS84UTM20_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti Martinique;RGEALTI-MNT_PYR-ZIP_MTQ_WGS84UTM20_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti Guyane;RGEALTI-MNT_PYR-ZIP_GUF_UTM22RGFG95_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti La Réunion;RGEALTI-MNT_PYR-ZIP_REU_RGR92UTM40S_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti Saint-Pierre-et-Miquelon;RGEALTI-MNT_PYR-ZIP_SPM_RGSPM06U21_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;altimetrie;Modèle numérique de terrain RGE Alti Mayotte;RGEALTI-MNT_PYR-ZIP_MYT_RGM04UTM38S_WMS;https://wxs.ign.fr/altimetrie/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;altimetrie;Masque vecteur source;ELEVATIONGRIDCOVERAGE.HIGHRES.QUALITY;https://wxs.ign.fr/altimetrie/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;altimetrie;Altitude;ELEVATION.SLOPES;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Cartes des pentes;GEOGRAPHICALGRIDSYSTEMS.SLOPES.MOUNTAIN;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Estompage;ELEVATION.ELEVATIONGRIDCOVERAGE.SHADOW;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Masque de source du RGE Alti;ELEVATIONGRIDCOVERAGE.HIGHRES.QUALITY;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Modèle numérique de surface;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES.MNS;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Modèle numérique de terrain BD Alti ;ELEVATION.ELEVATIONGRIDCOVERAGE;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Modèle numérique de terrain mondial SRTM3 ;ELEVATION.ELEVATIONGRIDCOVERAGE.SRTM3;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Modèle numérique de terrain RGE Alti ;ELEVATION.ELEVATIONGRIDCOVERAGE.HIGHRES;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Seuils de pentes - Epandage - pour l’agriculture;ELEVATION.ELEVATIONGRIDCOVERAGE.THRESHOLD;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;altimetrie;Trait de côte;ELEVATION.LEVEL0;https://wxs.ign.fr/altimetrie/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Alticodage;calcul;Alticodage;SERVICE_CALCUL_ALTIMETRIQUE;https://wxs.ign.fr/calcul/alti/rest/elevation.{format}
Geocodage;calcul;geocodage Administratif;Administratif;https://wxs.ign.fr/calcul/geoportail/ols?
Geocodage;calcul;geocodage Adresses;StreetAddress;https://wxs.ign.fr/calcul/geoportail/ols?
Geocodage;calcul;geocodage Toponymes;PositionOfInterest;https://wxs.ign.fr/calcul/geoportail/ols?
Geocodage;calcul;geocodage Parcelles cadastrales;CadastralParcel;https://wxs.ign.fr/calcul/geoportail/ols?
Geocodage;calcul;geocodage Bornes géodésiques;GeodeticFixedPoint;https://wxs.ign.fr/calcul/geoportail/ols?
Isochrone;calcul;Isochrones - Piéton pgr;bdtopo-pgr-pieton;https://wxs.ign.fr/calcul/geoportail/isochrone/rest/1.0.0/isochrone?
Isochrone;calcul;Isochrones – Voiture pgr;bdtopo-pgr-voiture;https://wxs.ign.fr/calcul/geoportail/isochrone/rest/1.0.0/isochrone?
Isochrone;calcul;Isochrones - Piéton iso;bdtopo-iso-pieton;https://wxs.ign.fr/calcul/geoportail/isochrone/rest/1.0.0/isochrone?
Isochrone;calcul;Isochrones – Voiture iso;bdtopo-iso-voiture;https://wxs.ign.fr/calcul/geoportail/isochrone/rest/1.0.0/isochrone?
Itineraire;calcul;Calcul d'itinéraire - Piéton osrm;bdtopo-osrm-pieton;https://wxs.ign.fr/calcul/geoportail/itineraire/rest/1.0.0/route?
Itineraire;calcul;Calcul d'itinéraire - Piéton pgr;bdtopo-pgr-pieton;https://wxs.ign.fr/calcul/geoportail/itineraire/rest/1.0.0/route?
Itineraire;calcul;Calcul d'itinéraire - Voiture osrm;bdtopo-osrm-voiture;https://wxs.ign.fr/calcul/geoportail/itineraire/rest/1.0.0/route?
Itineraire;calcul;Calcul d'itinéraire - Voiture pgr;bdtopo-pgr-voiture;https://wxs.ign.fr/calcul/geoportail/itineraire/rest/1.0.0/route?
Look4;calcul;Look4 - Adresses, lieux et points routiers ;locating;https://wxs.ign.fr/calcul/look4/user
Look4;calcul;Look4 - Contenus du site Géoportail ;wwwLayers;https://wxs.ign.fr/calcul/look4/user
Look4;calcul;Look4 - Contenus du Géocatalogue ;geocatLayers;https://wxs.ign.fr/calcul/look4/user
Look4;calcul;Look4 - Index des voies par communes ;voies_nommees;https://wxs.ign.fr/calcul/look4/user
TMS;cartes;PLAN IGN;PLAN.IGN;https://wxs.ign.fr/cartes/geoportail/tms/1.0.0/PLAN.IGN/metadata.json/
WFS;cartes;Graphe de mosaïquage SCAN 50 1950;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN50.1950.GRAPHE:ta_france_cartes_50k_1950_date_wm;https://wxs.ign.fr/cartes/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartes;Graphe de mosaïquage SCAN 25;GEOGRAPHICAL.GRIDSYSTEMS.MAPS.SCAN25.GRAPHE-MOSAIQUAGE:graphe_scan25;https://wxs.ign.fr/cartes/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;cartes;Carte de l'état-major 1 : 10 000 (Environs de Paris 1818-1824);GEOGRAPHICALGRIDSYSTEMS.ETATMAJOR10;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;Carte de l'état-major 1 : 40 000 (1820-1866);GEOGRAPHICALGRIDSYSTEMS.ETATMAJOR40;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;Plan IGN;GEOGRAPHICALGRIDSYSTEMS.PLANIGNV2;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;PLAN IGN J+1;GEOGRAPHICALGRIDSYSTEMS.MAPS.BDUNI.J1;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;Plan Terrier de Corse (XVIIIe siècle) V1;GEOGRAPHICALGRIDSYSTEMS.TERRIER_V1;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;Plan Terrier de Corse (XVIIIe siècle) V2;GEOGRAPHICALGRIDSYSTEMS.TERRIER_V2;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;SCAN 1000®;SCAN1000_PYR-JPEG_WLD_WM;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;SCAN 50® 1950;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN50.1950;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;SCAN Départemental®;SCANDEP_PYR-JPEG_FXX_WM;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Raster;cartes;SCAN Régional®;SCANREG_PYR-JPEG_WLD_WM;https://wxs.ign.fr/cartes/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartes;Graphe de mosaïquage SCAN 25;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN25.GRAPHE-MOSAIQUAGE;https://wxs.ign.fr/cartes/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;cartes;Carte de Guyane (1780 - Col Bonne);GEOGRAPHICALGRIDSYSTEMS.BONNE;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;Carte de l'état-major 1 : 10 000 (Environs de Paris 1818-1824);GEOGRAPHICALGRIDSYSTEMS.ETATMAJOR10;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;Carte de l'état-major 1 : 40 000 (1820-1866);GEOGRAPHICALGRIDSYSTEMS.ETATMAJOR40;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;Carte de Paris de 1906;GEOGRAPHICALGRIDSYSTEMS.1900TYPEMAPS;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;Mini-carte;GEOGRAPHICALGRIDSYSTEMS.MAPS.OVERVIEW;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;PLAN IGN;GEOGRAPHICALGRIDSYSTEMS.PLANIGNV2;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;PLAN IGN J+1;GEOGRAPHICALGRIDSYSTEMS.MAPS.BDUNI.J1;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;Plan Terrier de Corse (XVIIIe siècle) V1;GEOGRAPHICALGRIDSYSTEMS.TERRIER_V1;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;Plan Terrier de Corse (XVIIIe siècle) V2;GEOGRAPHICALGRIDSYSTEMS.TERRIER_V2;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WMTS;cartes;SCAN 50 Historique 1950;GEOGRAPHICALGRIDSYSTEMS.MAPS.SCAN50.1950;https://wxs.ign.fr/cartes/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ACCES_EQUIPEMENT;BDCARTO_BDD_WLD_WGS84G:acces_equipement;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;AERODROME;BDCARTO_BDD_WLD_WGS84G:aerodrome;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ARRONDISSEMENT Départementale;BDCARTO_BDD_WLD_WGS84G:arrondissement_departemental;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;CIMETIERE;BDCARTO_BDD_WLD_WGS84G:cimetiere;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;COMMUNE;BDCARTO_BDD_WLD_WGS84G:commune;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;COMMUNICATION_RESTREINTE;BDCARTO_BDD_WLD_WGS84G:communication_restreinte;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;CONSTRUCTION ELEVEE;BDCARTO_BDD_WLD_WGS84G:construction_elevee;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;DEPARTEMENT;BDCARTO_BDD_WLD_WGS84G:departement;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;DIGUE;BDCARTO_BDD_WLD_WGS84G:digue;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ENCEINTE MILITAIRE;BDCARTO_BDD_WLD_WGS84G:enceinte_militaire;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;EQUIPEMENT_ROUTIER;BDCARTO_BDD_WLD_WGS84G:equipement_routier;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ETABLISSEMENT;BDCARTO_BDD_WLD_WGS84G:etablissement;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;FRANCHISSEMENT;BDCARTO_BDD_WLD_WGS84G:franchissement;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ITINERAIRE;BDCARTO_BDD_WLD_WGS84G:itineraire;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;LAISSE;BDCARTO_BDD_WLD_WGS84G:laisse;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;LIAISON_MARITIME;BDCARTO_BDD_WLD_WGS84G:liaison_maritime;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;LIGNE_ELECTRIQUE;BDCARTO_BDD_WLD_WGS84G:ligne_electrique;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;LIMITE_ADMINISTRATIVE;BDCARTO_BDD_WLD_WGS84G:limite_administrative;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;MASSIF_BOISE;BDCARTO_BDD_WLD_WGS84G:massif_boise;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;METRO_AERIEN;BDCARTO_BDD_WLD_WGS84G:metro_aerien;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;NŒUD_FERRE;BDCARTO_BDD_WLD_WGS84G:noeud_ferre;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;NŒUD_ROUTIER;BDCARTO_BDD_WLD_WGS84G:noeud_routier;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;PISTE_AERODROME;BDCARTO_BDD_WLD_WGS84G:piste_aerodrome;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;POINT_REMARQUABLE_RELIEF;BDCARTO_BDD_WLD_WGS84G:point_remarquable_relief;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;PONCTUEL_HYDROGRAPHIQUE;BDCARTO_BDD_WLD_WGS84G:ponctuel_hydrographique;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;REGION;BDCARTO_BDD_WLD_WGS84G:region;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;SURFACE_HYDROGRAPHIQUE;BDCARTO_BDD_WLD_WGS84G:surface_hydrographique;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;TRANSPORT_CABLE;BDCARTO_BDD_WLD_WGS84G:transport_cable;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;TRONCON_HYDROGRAPHIQUE;BDCARTO_BDD_WLD_WGS84G:troncon_hydrographique;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;TRONCON_ROUTE;BDCARTO_BDD_WLD_WGS84G:troncon_route;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;TRONCON_VOIE_FERREE;BDCARTO_BDD_WLD_WGS84G:troncon_voie_ferree;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ZONE_ACTIVITE;BDCARTO_BDD_WLD_WGS84G:zone_activite;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ZONE_HABITAT Mairie;BDCARTO_BDD_WLD_WGS84G:zone_habitat_mairie;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ZONE_HYDROGRAPHIQUE_TEXTURE;BDCARTO_BDD_WLD_WGS84G:zone_hydrographique_texture;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ZONE_OCCUPATION_SOL;BDCARTO_BDD_WLD_WGS84G:zone_occupation_sol;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;ZONE_REGLEMENTEE_TOURISTIQUE;BDCARTO_BDD_WLD_WGS84G:zone_reglementee_touristique;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;Villages Etapes;LABELS.TOURISTIQUES:villages_etape;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;Contours IRIS France Entière;STATISTICALUNITS.IRIS:contours_iris;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;cartovecto;Contours IRIS Grande Echelle France Entière;STATISTICALUNITS.IRISGE:iris_ge;https://wxs.ign.fr/cartovecto/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WMS Raster;cartovecto;Points de repère routiers – BDPR;TRANSPORTNETWORK.COMMONTRANSPORTELEMENTS.MARKERPOST;https://wxs.ign.fr/cartovecto/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Administratif;BDCARTO-GEOPO-ADMINISTRATIF_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Équipement;BDCARTO-GEOPO-EQUIPEMENT_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Habillage;BDCARTO-GEOPO-HABILLAGE_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Hydrographie;BDCARTO-GEOPO-HYDROGRAPHIE_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Réseau ferré;BDCARTO-GEOPO-RESEAU_FERRE_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Réseau routier;BDCARTO-GEOPO-RESEAU_ROUTIER_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;BD CARTO® - Toponymie;BDCARTO-GEOPO-TOPONYME_WLD_WGS84G;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;Contours IRIS ;STATISTICALUNITS.IRIS;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;Contours IRIS Grande Echelle;STATISTICALUNITS.IRISGE;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;Stations Vertes;STATIONSVERTES;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMS Vecteur;cartovecto;Villages Etapes;VILLAGESETAPE;https://wxs.ign.fr/cartovecto/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities
WMTS;cartovecto;Points de repère routiers – BDPR;TRANSPORTNETWORK.COMMONTRANSPORTELEMENTS.MARKERPOST;https://wxs.ign.fr/cartovecto/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 1990 - France Métropolitaine ;LANDCOVER.CLC90_FR:clc90_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2000 - France Métropolitaine ;LANDCOVER.CLC00_FR:clc00_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2000 - Outre-Mer ;LANDCOVER.CLC00_DOM:clc00_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2000 révisée - France Métropolitaine ;LANDCOVER.CLC0OR_FR:clc00r_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2006 - France Métropolitaine ;LANDCOVER.CLC06_FR:clc06_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2006 - Outre-Mer ;LANDCOVER.CLC06_DOM:clc06_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2006 révisée - France Métropolitaine ;LANDCOVER.CLC06R_FR:clc06r_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2006 revisée - France Outre-Mer ;LANDCOVER.CLC06R_DOM:clc06r_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2012 - France Métropolitaine ;LANDCOVER.CLC12_FR:clc12_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2012 - Outre-Mer ;LANDCOVER.CLC12_DOM:clc12_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2012 révisée - France Métropolitaine;LANDCOVER.CLC12R_FR:clc12r_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2012 révisée - France Outre-Mer ;LANDCOVER.CLC12R_DOM:clc12r_dom;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
WFS;clc;Corine Land Cover 2018 - France Métropolitaine ;LANDCOVER.CLC18_FR:clc18_fr;https://wxs.ign.fr/clc/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities
